device_id,tcp_flag,udp_flag,http_flag,https_flag,packet_size,ttl,inter_arrival_time,protocol,src_port,dst_port,epoch_timestamp,avg_et,max_et,min_et,label
1008,0,0,0,0,243.4844916885911,255,0.12656249124889893,17,35293,80,1620000138.6693347,1620000130.5652823,1620000138.6693347,1620000122.4612305,0
1000,0,0,0,0,495.39550831291797,64,0.13579848888102286,1,10074,22,1620000140.470235,1620000132.366183,1620000140.470235,1620000124.262131,0
1008,1,1,0,0,373.31420716056965,64,0.005219261321536188,6,50000,22,1620000142.2711356,1620000134.1670835,1620000142.2711356,1620000126.0630314,0
1006,1,0,1,1,632.9858039811655,128,0.024990247783811956,1,4598,443,1620000144.072036,1620000135.967984,1620000144.072036,1620000127.863932,0
1008,1,1,1,1,347.0056493242807,64,0.032056600436626635,6,37521,443,1620000145.8729365,1620000137.7688844,1620000145.8729365,1620000129.6648324,0
1007,1,0,0,0,590.410751616845,255,0.07932150252387196,17,12181,80,1620000147.673837,1620000139.5697846,1620000147.673837,1620000131.4657328,0
1000,0,0,1,1,443.56244783709406,64,0.015608698114072362,1,57916,1883,1620000149.4747374,1620000141.370685,1620000149.4747374,1620000133.2666333,0
1007,0,1,1,0,124.18076334685173,64,0.014380249674164828,6,20599,502,1620000151.2756379,1620000143.1715858,1620000151.2756379,1620000135.0675337,0
1007,1,0,0,0,686.1918571775994,64,0.28786408406967307,1,59964,22,1620000153.0765383,1620000144.972486,1620000153.0765383,1620000136.8684342,0
1002,1,0,0,1,494.94255562720843,128,0.1630676397299238,6,41268,443,1620000154.8774388,1620000146.7733867,1620000154.8774388,1620000138.6693347,0
1000,0,1,1,1,755.1954591531384,128,0.019924991891031005,6,18969,502,1620000156.6783392,1620000148.5742872,1620000156.6783392,1620000140.470235,0
1007,1,0,1,1,166.93818426447257,255,0.05218323223533797,6,15986,502,1620000158.4792397,1620000150.3751876,1620000158.4792397,1620000142.2711356,0
1002,1,1,0,0,441.6957378165008,128,0.043946976739547526,1,36314,502,1620000160.2801402,1620000152.176088,1620000160.2801402,1620000144.072036,0
1002,1,0,0,0,456.719115808027,64,0.15654405203432398,6,60967,1883,1620000162.0810406,1620000153.9769883,1620000162.0810406,1620000145.8729365,0
1000,1,0,0,1,554.0412582476623,128,0.07137845057348634,17,36183,443,1620000163.881941,1620000155.7778888,1620000163.881941,1620000147.673837,0
1004,0,0,0,0,234.96253916860016,64,0.01367935499569162,1,52851,22,1620000165.6828415,1620000157.5787895,1620000165.6828415,1620000149.4747374,0
1009,1,0,0,1,608.8075713547557,128,0.1343204462758749,17,52359,443,1620000167.4837418,1620000159.3796897,1620000167.4837418,1620000151.2756379,0
1006,1,0,1,0,882.3324812562066,128,0.050565232542079244,17,25876,80,1620000169.2846422,1620000161.1805904,1620000169.2846422,1620000153.0765383,0
1009,0,0,1,1,594.9074692931064,128,0.03050646073151543,1,31708,22,1620000171.0855427,1620000162.9814909,1620000171.0855427,1620000154.8774388,0
1008,0,0,1,1,518.5744803647024,64,0.04708017428868657,6,45866,443,1620000172.8864431,1620000164.782391,1620000172.8864431,1620000156.6783392,0
1006,1,0,1,0,224.50851859492528,128,0.06886703437784515,17,12820,22,1620000174.6873436,1620000166.5832915,1620000174.6873436,1620000158.4792397,0
1008,0,1,0,1,345.15077728859495,64,0.0420247100030987,1,25474,80,1620000176.488244,1620000168.384192,1620000176.488244,1620000160.2801402,0
1007,1,1,0,1,488.83101983544543,64,0.027694759050072012,6,35870,22,1620000178.2891445,1620000170.1850924,1620000178.2891445,1620000162.0810406,0
1001,1,0,0,0,394.04470583143416,255,0.05083321164807897,1,54518,502,1620000180.090045,1620000171.985993,1620000180.090045,1620000163.881941,0
1000,0,0,1,1,705.251285254197,128,0.0019359094636229803,1,62874,1883,1620000181.8909454,1620000173.7868934,1620000181.8909454,1620000165.6828415,0
1006,1,1,1,0,606.7406401937276,255,0.148059557292744,1,46061,80,1620000183.691846,1620000175.5877938,1620000183.691846,1620000167.4837418,0
1006,1,0,1,1,1038.4757175293942,255,0.018746865267562383,6,48154,22,1620000185.4927464,1620000177.3886943,1620000185.4927464,1620000169.2846422,0
1007,1,0,0,0,303.82831271514175,64,0.004489759437109302,17,62536,80,1620000187.2936468,1620000179.1895947,1620000187.2936468,1620000171.0855427,0
1004,1,1,1,1,506.62292227834655,128,0.10604460531225508,17,18528,502,1620000189.0945473,1620000180.9904952,1620000189.0945473,1620000172.8864431,1
1002,0,0,0,1,223.30152549314178,64,0.14869377038137216,1,46752,1883,1620000190.8954477,1620000182.7913957,1620000190.8954477,1620000174.6873436,1
1007,0,0,0,1,55.51184508193509,64,0.1681090379616866,1,31065,80,1620000192.6963482,1620000184.5922961,1620000192.6963482,1620000176.488244,0
1005,1,1,0,1,644.5441958906306,128,0.06802490850936757,6,11739,502,1620000194.4972486,1620000186.3931966,1620000194.4972486,1620000178.2891445,0
1002,0,0,0,0,599.3230765934712,64,0.022987639699970207,1,22827,502,1620000196.298149,1620000188.194097,1620000196.298149,1620000180.090045,0
1000,1,0,0,0,329.081913070842,128,0.13364673146980457,1,4394,502,1620000198.0990496,1620000189.9949975,1620000198.0990496,1620000181.8909454,0
1002,1,1,0,0,518.6059239186848,128,0.1203016851908539,1,62750,22,1620000199.89995,1620000191.795898,1620000199.89995,1620000183.691846,0
1004,1,0,1,0,374.1464802148911,64,0.02827220392503334,17,2932,443,1620000201.7008505,1620000193.5967984,1620000201.7008505,1620000185.4927464,1
1002,1,1,0,0,401.1585090313448,64,0.2337256829421664,1,53696,80,1620000203.501751,1620000195.3976989,1620000203.501751,1620000187.2936468,1
1000,1,0,0,0,435.9430774467452,255,0.011022952571982086,17,38099,443,1620000205.3026514,1620000197.1985993,1620000205.3026514,1620000189.0945473,0
1004,0,0,1,0,320.68696451914445,64,0.4056369216023682,6,54672,502,1620000207.1035519,1620000198.9994998,1620000207.1035519,1620000190.8954477,0
1009,1,1,0,1,356.6700180360087,128,0.19678845032231984,6,22158,443,1620000208.9044523,1620000200.8004003,1620000208.9044523,1620000192.6963482,0
1006,0,1,1,1,362.3129112111492,255,0.11644272896926333,17,45089,502,1620000210.7053528,1620000202.6013007,1620000210.7053528,1620000194.4972486,1
1006,0,0,1,1,584.5757693506662,128,0.27927896055562357,17,50673,502,1620000212.5062532,1620000204.4022012,1620000212.5062532,1620000196.298149,0
1008,1,1,1,1,40.0,255,0.1281254102704289,17,57167,1883,1620000214.3071535,1620000206.2031016,1620000214.3071535,1620000198.0990496,0
1009,1,1,0,0,454.4741477030395,64,0.021128538439715416,17,4611,1883,1620000216.108054,1620000208.004002,1620000216.108054,1620000199.89995,0
1009,1,0,0,0,282.4636246924654,64,0.05836761731634939,1,31047,443,1620000217.9089544,1620000209.8049026,1620000217.9089544,1620000201.7008505,0
1002,1,0,1,0,289.6894627549438,64,0.007418815541776734,17,46177,80,1620000219.7098548,1620000211.605803,1620000219.7098548,1620000203.501751,0
1006,1,0,0,1,394.869325183255,128,0.049373487664825015,17,3437,443,1620000221.5107553,1620000213.4067035,1620000221.5107553,1620000205.3026514,0
1000,0,1,0,0,497.13205800536844,255,0.13532581934314827,17,53976,80,1620000223.3116558,1620000215.2076037,1620000223.3116558,1620000207.1035519,0
1003,1,1,1,1,457.1176276586613,128,0.048848268157293734,1,26062,443,1620000225.1125562,1620000217.0085042,1620000225.1125562,1620000208.9044523,0
1003,1,1,1,0,287.18789804035913,255,0.040091673087853004,1,23579,22,1620000226.9134567,1620000218.8094049,1620000226.9134567,1620000210.7053528,0
1004,0,1,0,0,644.3393036891154,64,0.09047469250168894,1,11976,22,1620000228.7143571,1620000220.610305,1620000228.7143571,1620000212.5062532,0
1006,0,0,1,0,319.4792026279019,128,0.20573241758426672,6,4481,80,1620000230.5152576,1620000222.4112055,1620000230.5152576,1620000214.3071535,0
1006,1,1,1,0,353.05874881477644,64,0.00487525170515117,1,9488,1883,1620000232.316158,1620000224.212106,1620000232.316158,1620000216.108054,0
1003,0,0,1,1,556.8983571789033,128,0.04868982383583859,17,57145,80,1620000234.1170585,1620000226.0130064,1620000234.1170585,1620000217.9089544,0
1006,1,1,0,1,564.0737128585483,64,0.01722612222669722,1,2174,443,1620000235.917959,1620000227.813907,1620000235.917959,1620000219.7098548,0
1002,0,0,0,0,377.6600677734043,128,0.11886056552222302,1,48329,502,1620000237.7188594,1620000229.6148074,1620000237.7188594,1620000221.5107553,0
1005,0,0,0,1,40.0,128,0.011174145330929974,17,33288,22,1620000239.51976,1620000231.4157078,1620000239.51976,1620000223.3116558,0
1001,1,0,1,0,322.90182268243035,255,0.10930510567645327,1,41246,502,1620000241.3206604,1620000233.2166085,1620000241.3206604,1620000225.1125562,0
1009,0,1,0,0,532.3776372480513,64,0.03371256691788447,6,48577,22,1620000243.1215608,1620000235.0175087,1620000243.1215608,1620000226.9134567,0
1008,0,0,1,0,637.721610738006,255,0.022179048429392473,1,55383,443,1620000244.9224613,1620000236.8184092,1620000244.9224613,1620000228.7143571,0
1004,0,0,0,0,484.14066849431066,255,0.27543961405675804,6,45373,22,1620000246.7233617,1620000238.6193097,1620000246.7233617,1620000230.5152576,0
1005,0,1,0,1,404.20279058487694,64,0.0018698305564818125,6,33810,80,1620000248.5242622,1620000240.4202101,1620000248.5242622,1620000232.316158,0
1003,0,0,1,0,958.6422011398648,128,0.05758571942360881,6,10832,502,1620000250.3251626,1620000242.2211106,1620000250.3251626,1620000234.1170585,0
1009,0,1,0,0,425.5027756989291,255,0.002186428336033926,17,53354,502,1620000252.126063,1620000244.022011,1620000252.126063,1620000235.917959,0
1006,1,1,1,1,622.4465373582211,64,0.06608601578700729,1,50160,443,1620000253.9269636,1620000245.8229115,1620000253.9269636,1620000237.7188594,0
1008,1,0,0,0,232.98958091462077,128,0.06952441332180219,6,39369,502,1620000255.727864,1620000247.6238122,1620000255.727864,1620000239.51976,0
1006,0,0,0,1,281.9664301582066,255,0.03881102851166278,6,5105,443,1620000257.5287645,1620000249.4247124,1620000257.5287645,1620000241.3206604,0
1000,1,1,1,0,629.4651222924449,255,0.01417499613297539,1,40246,1883,1620000259.329665,1620000251.2256129,1620000259.329665,1620000243.1215608,1
1000,1,0,1,0,708.9122551570741,255,0.04722261576083281,17,58779,80,1620000261.1305652,1620000253.0265133,1620000261.1305652,1620000244.9224613,0
1008,1,1,1,0,422.0566219613192,128,0.11155436382239546,17,9957,22,1620000262.9314656,1620000254.8274138,1620000262.9314656,1620000246.7233617,0
1008,0,1,0,0,130.27286167389587,255,0.1525077502441641,6,3695,22,1620000264.732366,1620000256.6283143,1620000264.732366,1620000248.5242622,0
1003,1,1,0,0,466.4885321197549,128,0.07566208872417395,17,44763,22,1620000266.5332665,1620000258.4292147,1620000266.5332665,1620000250.3251626,0
1008,0,0,0,0,537.8811801559123,255,0.08911942848352959,1,48762,1883,1620000268.334167,1620000260.2301152,1620000268.334167,1620000252.126063,0
1002,1,1,1,1,519.7636077857649,64,0.022391431217988172,17,32241,80,1620000270.1350675,1620000262.0310156,1620000270.1350675,1620000253.9269636,0
1006,0,0,1,0,387.32206700779903,255,0.03387372663841957,1,40179,502,1620000271.935968,1620000263.831916,1620000271.935968,1620000255.727864,0
1005,0,0,1,1,469.42317614781234,64,0.01766126159150472,6,40625,502,1620000273.7368684,1620000265.6328163,1620000273.7368684,1620000257.5287645,0
1007,1,0,0,1,350.04463114317883,64,0.028674298020977797,1,20032,80,1620000275.5377688,1620000267.433717,1620000275.5377688,1620000259.329665,0
1008,1,0,0,0,277.632355252628,64,0.02547461702673276,6,22907,80,1620000277.3386693,1620000269.2346172,1620000277.3386693,1620000261.1305652,0
1004,0,1,1,1,651.133704129361,128,0.07328214722581981,1,34306,22,1620000279.1395698,1620000271.0355177,1620000279.1395698,1620000262.9314656,0
1000,1,0,0,0,519.5596626805421,64,0.08271101080896445,1,33998,502,1620000280.9404702,1620000272.8364182,1620000280.9404702,1620000264.732366,0
1002,1,1,1,1,469.86328827553405,255,0.2899466565348814,17,34739,80,1620000282.7413707,1620000274.6373186,1620000282.7413707,1620000266.5332665,0
1009,1,1,0,0,398.57045144556776,128,0.021762213132364497,1,44425,502,1620000284.5422711,1620000276.438219,1620000284.5422711,1620000268.334167,0
1007,0,0,0,1,463.965288692984,64,0.10263168650669474,6,16404,80,1620000286.3431716,1620000278.2391195,1620000286.3431716,1620000270.1350675,0
1005,0,1,1,1,532.0632857573993,128,0.16996869011324955,1,19236,443,1620000288.144072,1620000280.04002,1620000288.144072,1620000271.935968,0
1007,1,1,0,0,845.7363151628613,128,0.08215294840305343,6,29198,22,1620000289.9449725,1620000281.8409204,1620000289.9449725,1620000273.7368684,0
1008,1,0,0,1,630.9073699654288,128,0.02943759633006034,6,7885,80,1620000291.745873,1620000283.641821,1620000291.745873,1620000275.5377688,0
1003,1,1,1,0,366.7381756101828,255,0.03045573015893467,1,7118,1883,1620000293.5467734,1620000285.4427214,1620000293.5467734,1620000277.3386693,0
1000,0,1,1,0,368.8472514588618,64,0.004004422734186856,17,40137,80,1620000295.347674,1620000287.2436218,1620000295.347674,1620000279.1395698,0
1000,0,1,0,0,337.66377993508087,128,0.036448281266660214,1,52343,443,1620000297.1485744,1620000289.0445223,1620000297.1485744,1620000280.9404702,1
1009,1,1,1,0,459.8958937494051,128,0.1364938740355813,1,47752,1883,1620000298.9494748,1620000290.8454227,1620000298.9494748,1620000282.7413707,0
1003,1,0,0,0,337.5097099518231,128,0.004868381489218277,17,25387,1883,1620000300.7503753,1620000292.6463232,1620000300.7503753,1620000284.5422711,0
1006,1,1,1,1,594.9647489979251,64,0.02475582832263077,6,23334,80,1620000302.5512757,1620000294.4472237,1620000302.5512757,1620000286.3431716,0
1001,1,1,0,1,40.0,128,0.122496663583228,1,40324,443,1620000304.3521762,1620000296.2481241,1620000304.3521762,1620000288.144072,0
1002,1,1,0,1,607.0336618549488,128,0.1526253511924586,17,55832,1883,1620000306.1530766,1620000298.0490246,1620000306.1530766,1620000289.9449725,0
1000,1,1,1,0,555.0754975610861,255,0.060755389369853356,17,6967,22,1620000307.9539769,1620000299.8499248,1620000307.9539769,1620000291.745873,0
1004,0,0,0,1,752.5484966295279,64,0.11975744458109228,6,15593,22,1620000309.7548773,1620000301.6508255,1620000309.7548773,1620000293.5467734,0
1000,1,1,0,1,675.3579109107906,255,0.049094484373115574,17,43640,502,1620000311.5557778,1620000303.4517257,1620000311.5557778,1620000295.347674,0
1007,0,0,1,1,363.2604429491893,64,0.017425011274458068,6,9817,502,1620000313.3566782,1620000305.2526262,1620000313.3566782,1620000297.1485744,0
1000,1,1,1,1,652.8596161877015,64,0.05077461926229873,1,39231,443,1620000315.1575787,1620000307.0535266,1620000315.1575787,1620000298.9494748,0
1000,1,0,0,1,466.38650455713986,64,0.08674239520758298,17,26311,1883,1620000316.9584792,1620000308.854427,1620000316.9584792,1620000300.7503753,0
1001,0,0,1,0,113.13864851114599,255,0.2957536736731557,1,63445,22,1620000318.7593796,1620000310.6553276,1620000318.7593796,1620000302.5512757,0
1001,0,0,1,0,531.7663879457783,255,0.007122853166599357,17,34995,22,1620000320.56028,1620000312.456228,1620000320.56028,1620000304.3521762,0
1005,0,0,0,1,375.14931588586103,255,0.07080458036090714,17,57176,443,1620000322.3611805,1620000314.2571285,1620000322.3611805,1620000306.1530766,0
1006,0,0,0,0,500.04430327939997,255,0.03988665935839622,1,43375,1883,1620000324.162081,1620000316.058029,1620000324.162081,1620000307.9539769,0
1004,1,1,1,0,830.2899660550488,128,0.07099102882041891,17,48203,443,1620000325.9629815,1620000317.8589292,1620000325.9629815,1620000309.7548773,0
1000,0,1,1,1,544.9573805464316,128,0.002426753650895647,1,61064,80,1620000327.763882,1620000319.6598296,1620000327.763882,1620000311.5557778,0
1000,1,1,1,1,296.53302976200075,128,0.037545789384780565,1,32393,22,1620000329.5647824,1620000321.4607303,1620000329.5647824,1620000313.3566782,0
1002,0,0,0,0,692.8830011232408,64,0.17140661825103098,6,24047,443,1620000331.3656828,1620000323.2616308,1620000331.3656828,1620000315.1575787,0
1001,1,1,0,1,572.5085140272877,128,0.0807305693913411,1,57865,443,1620000333.1665833,1620000325.0625312,1620000333.1665833,1620000316.9584792,0
